company,client,item,qty,price
BKM,NXZ,31181,6,11
WAQ,OEI,15746,47,12
URX,FOV,31647,5,14
UHY,IHU,9719,1,22
KTY,MQY,8466,9,24
YHJ,REO,30617,20,20
CEM,BSS,5960,19,17
IXO,VVQ,6222,29,22
UMZ,QYR,24869,36,27
VLN,TPO,30234,15,24
OMU,WAS,27793,12,19
IBX,FJS,22651,4,10
XPT,QTK,12878,8,21
DLQ,LYA,20148,26,7
RJL,TTE,18518,28,5
QAB,YUM,11447,30,24
HTU,TNU,23909,7,2
QHO,EMP,26566,13,4
MZY,AHH,10952,21,1
DUZ,ARQ,1695,36,16
QWL,COP,31683,29,5
ZWL,WUK,23773,43,8
BWF,MWI,30109,39,7
LMR,FOS,29446,21,15
DQT,IRV,26887,45,18
VYQ,BXG,28153,17,7
BNV,PCT,10950,30,28
SJI,SUC,26915,32,0
QNQ,VYP,5711,23,28
HUR,KGA,17171,39,10
CKP,TIZ,14710,24,22
DXW,OMD,20538,3,7
QTQ,TAD,22438,48,2
WXL,EEE,2265,35,14
UFH,HLU,12116,23,17
OUK,HSV,32506,29,4
RXT,RVR,31899,9,28
JOI,IEZ,30455,45,13
OOM,PWP,1308,6,16
JSQ,PEC,7427,9,21
GGC,NMR,22033,47,30
REE,LQX,15480,33,4
MKZ,QDE,8577,25,25
KLW,LKJ,30790,11,14
SRU,OMS,24806,4,2
PEG,BHL,30205,12,24
NYX,IGH,29669,25,14
NVA,TCS,3001,36,6
NJM,YSF,16641,40,18
NZW,VTY,20720,8,26
RXC,PSH,6596,19,26
LAR,GUO,24088,6,10
ISA,RXC,11068,7,24
CSB,RHR,10002,1,22
USD,CFF,20094,45,23
OXE,NJG,21780,33,29
FSW,FHQ,24145,33,19
GEK,RJK,29990,35,5
ROK,CTH,18739,15,23
JFR,JIZ,815,29,28
VWB,BTG,17580,19,15
LVK,BMT,11283,17,25
CNG,BRA,18579,46,5
TOL,VVY,26893,17,28
KFZ,ALS,31365,2,13
POB,TVL,29816,37,4
OHO,YLL,13439,33,28
PJX,IIT,17555,15,31
IGZ,GUJ,25267,40,2
KXY,IHX,11405,43,20
CFO,CUZ,94,14,17
VFP,AGJ,29118,38,0
HHD,DOJ,5076,1,13
TBU,CEU,28808,40,3
XCG,UNE,12185,29,22
ZTR,CBW,11380,28,23
FLL,VFE,13331,8,24
WIF,DQK,7766,12,21
UOK,IKK,24496,6,23
KQL,APG,27703,24,15
UEP,HMB,19672,45,27
CKE,NKT,18032,45,17
VBD,PYY,3536,12,0
PAT,UAR,30230,38,30
GDB,WZF,21540,0,19
POO,KFI,14738,7,18
JNT,PDQ,18047,4,19
DWN,FDQ,4656,14,2
QJK,VDG,18518,8,9
KZC,FIA,10593,22,9
BVZ,GSI,18916,8,11
DZO,JEH,29144,45,29
RBQ,LKN,18699,22,27
DZB,LIU,13240,36,7
RPA,DYK,20114,45,3
YXD,OTI,651,42,19
LUX,FXT,20332,14,12
IAB,DVO,5318,12,28
WUW,KHE,11747,27,25
IDQ,VID,13557,15,12
QDC,JCX,5185,36,3
PRX,GXU,28698,32,4
LFT,JGJ,478,31,4
MVA,DNE,14526,15,21
PCC,CES,576,37,25
HAB,HQX,923,44,11
ROK,HPG,1379,48,30
OQN,PPI,29871,11,17
UUB,JXH,23536,33,18
JLF,FNK,11345,37,15
KLZ,WGP,10931,12,17
YBN,CYW,1580,24,19
SUW,SWP,24771,46,7
DVJ,IGR,21127,23,6
IOF,WFV,15487,46,19
ZJQ,SLG,4501,18,28
SKU,BXM,1891,48,1
LNK,EEA,8053,1,28
OMA,ETJ,2987,35,14
TQL,DVB,21073,16,10
SIL,LWX,779,11,19
EOV,NRB,28202,26,22
VDW,TOM,13223,47,19
PJF,BMG,24366,10,30
JFB,FNX,27954,36,11
NSG,OIX,13633,9,20
FDO,XQV,24066,30,14
RZR,MVH,5233,4,12
LES,GQC,21958,41,31
BOC,SJX,25498,43,23
RBD,ZAH,28241,44,27
KNH,ZXE,24033,24,13
TRS,MMS,4705,40,15
FGJ,YFG,26755,39,15
MGL,CFS,13757,23,26
OJI,DWM,12094,26,28
ZWF,FRJ,19908,2,3
BXX,SLW,13887,25,17
VHH,NHA,8873,2,3
VEF,CVK,23456,47,7
LQA,ZTH,2806,18,3
SYF,CUP,16682,22,24
MGU,VJY,1849,45,28
RIF,QOP,20853,43,29
EVA,CMK,12039,38,10
OHV,QTC,9804,28,0
USU,HXN,2025,44,22
NGH,GDZ,10059,8,19
TTI,MQB,20712,31,4
CJO,TUS,31059,38,10
JAS,UJS,27560,6,1
FDH,PDT,15351,21,2
JTF,IZE,1600,39,19
HCT,PSY,11159,21,26
HKR,LKJ,5374,2,2
PDC,QMW,751,23,26
JJZ,IVS,28725,21,23
TEN,SLQ,30141,13,17
XEA,MZY,32741,42,0
QUD,BRL,19478,13,20
KLF,RGJ,31892,30,27
HRE,HKF,5984,37,4
WOW,ISS,20946,47,9
YMX,QXE,24074,11,30
HHL,PCC,16654,27,11
GYG,KQD,15898,47,23
IFF,GHT,24278,27,8
CBU,KKX,26216,44,21
FSK,DBU,2047,32,22
STM,ELM,18365,14,2
LUL,RLT,932,14,7
XHX,BGK,10060,7,18
UWQ,JFK,3731,48,27
UCJ,HBX,9258,30,30
RUD,DDL,4886,46,13
PZI,LYA,16775,7,1
EOJ,TLP,21863,13,27
ULS,DMB,8163,33,29
ZFL,FOT,6014,27,11
ISI,MKH,8390,19,17
QXH,QTG,22416,21,5
ZMJ,QBC,22276,29,7
JUM,SEZ,117,35,2
UCI,WPJ,11366,29,9
SOX,KZB,12092,35,14
TCP,FWX,13342,11,7
CSB,PQT,22413,15,19
KMN,ZJJ,17986,18,0
ZYL,HHW,25991,15,25
QYI,UBN,12380,9,13
XFZ,RDY,13925,41,21
HBD,KSE,17739,16,12
QDB,WNM,2673,4,14
NPY,SPJ,19722,27,25
QSK,DMT,27577,25,4
MQS,OAL,1546,4,23
QGX,SWQ,9879,30,13
UCS,TWQ,16094,14,5
EWJ,WJX,13625,16,23
QOD,LSQ,3583,14,31
JDZ,RFV,5624,41,2
ATK,ZTO,27555,42,1
AJI,VHE,20432,15,13
GVG,ZZW,13276,41,0
ADY,SHW,915,36,26
GDI,QVS,17951,19,4
ZTT,FPS,15345,36,11
MCO,VGH,3853,33,5
OTZ,UJF,31674,41,0
SKV,UBP,9184,15,3
DMK,FLG,31274,14,5
OTN,ZPZ,14160,46,14
IZZ,NPF,8518,6,29
VLJ,KOK,6255,8,16
KHW,HCI,22169,4,29
TJL,AFM,12229,34,7
IEH,URO,29934,22,4
AXB,JDP,2363,3,23
CPE,MBL,21076,44,30
KFC,GTH,24029,12,22
KGQ,AHF,1780,1,6
GWZ,IQH,17724,35,28
MTZ,CYG,2223,39,1
FQC,IXA,26184,28,24
TZQ,TWX,10747,7,8
FBB,BTH,27233,47,29
UZX,RXN,20198,4,0
FVT,AQO,13825,41,6
JSN,RAV,18071,3,20
DVR,SSK,12162,31,4
BWR,HCW,13429,17,12
WEF,QSG,13010,47,4
CFM,HFM,16591,37,4
YPL,OEV,6722,10,11
VOY,EAX,12170,42,26
VVC,QUY,25590,3,32
TDS,BUR,31513,1,23
EIR,VHR,29545,15,5
GLF,RAL,8725,7,1
UTG,UXT,26197,22,12
OET,NYU,10911,38,25
FNX,UBR,32488,6,9
NLG,OUB,21995,30,30
ZBB,ZGY,4581,12,19
WOT,NBE,30568,44,19
ZCK,MAB,7497,47,8
MYM,MKZ,25810,19,0
VDM,SIE,20303,37,19
FLM,FWF,3701,3,24
TSH,XZA,31164,44,8
MOK,MBP,22049,19,31
BUB,ABO,14536,7,8
UHJ,YIB,5134,37,29
JEP,WFQ,24193,13,1
YWO,VOO,6870,17,8
AXF,BUP,555,45,6
KOX,TJX,30524,23,20
GZR,YZY,8795,21,13
TOH,ZGN,20194,8,32
RNY,YKA,13702,5,24
IQR,HWA,19310,17,32
MYB,EET,16991,44,23
MXB,WZB,16705,11,4
OFY,MHD,21793,25,3
ITA,UNK,15750,31,24
IVL,TXA,19899,14,3
FUQ,VQT,1058,39,7
QRU,SLP,30102,34,2
YFJ,IWG,6980,29,28
XCE,CQE,25633,44,22
ICA,ZVO,22597,39,16
HVP,DGQ,29384,48,5
GNM,HVX,275,19,30
NYY,RVC,15608,48,23
OGI,OSC,5874,11,9
JLI,QSG,3891,16,32
EDY,UZQ,155,32,13
ZHR,HIB,7760,0,24
JSO,XCL,16508,15,30
GKX,DIF,25329,44,10
ACQ,AQO,4236,4,23
UGX,UKL,6752,26,27
DRR,WUH,21932,24,26
XUQ,VYF,18529,5,12
FTZ,ATW,7091,11,13
IIS,NZR,13997,23,11
CIE,VPE,19901,26,29
XGW,STO,25611,15,8
FVE,YJB,19974,28,16
BPB,ISY,12379,30,17
ZJT,LWW,28285,39,10
LKQ,XIS,29179,23,22
KRB,PMZ,15963,29,4
WSJ,BKC,5047,16,14
LCS,UWQ,11208,7,7
GYA,LZV,12312,43,15
HJF,RIE,15924,18,26
LNC,VVP,8541,32,9
KXB,FNK,6524,30,21
CKT,ORT,25820,11,7
BHD,LZY,25428,23,10
OUJ,RBV,21402,44,14
SUJ,ZMD,24968,22,31
JJU,FQA,27972,16,11
QYM,JIP,19831,10,21
SHD,TQK,6476,20,1
POY,ATH,1201,9,21
YZN,YIE,18006,30,0
ZWT,QWR,25383,7,19
QLY,BKV,13478,22,9
OSU,HDT,7493,37,20
BNM,HHW,18796,37,28
NGI,ISX,3457,43,16
ZDE,PMN,12771,29,22
CJZ,CEM,21736,1,26
IUP,QBG,31211,36,27
BTX,UVC,25088,22,14
NZE,ECL,13858,3,7
BOK,OTQ,20492,5,17
XSD,NDX,31904,41,8
OXO,QUK,4438,38,21
MXY,VLZ,23848,5,5
YEF,ZBK,14890,28,7
EXT,CSS,27647,3,27
BKM,IRY,3486,24,21
EBU,RGR,16599,21,17
GUQ,TAH,14832,32,12
NQG,GVL,1102,21,28
HBG,ZDR,28803,26,2
TOQ,DKD,23813,35,1
ESH,OXS,6739,16,17
XAY,LTR,30148,11,18
NEJ,XAT,21804,13,25
HJQ,BHN,2512,31,28
LAY,DLD,643,33,1
JBR,AFZ,15105,17,16
QUO,YJE,27960,3,5
SNK,LZB,16668,20,28
AVE,TVO,13683,44,9
GIO,IML,20486,30,27
LFB,AEU,3419,40,11
QSN,GCZ,28937,47,17
OIB,DUB,15079,2,30
ATA,QHB,19717,22,27
ZCZ,TYY,8255,37,13
SFW,NZE,16661,12,12
MIS,GHY,1849,3,23
FAG,JEW,24544,36,21
YAA,JLG,2118,24,2
FXM,HWC,23074,28,9
PFC,OLI,18958,26,12
QNN,HHV,9658,15,12
GOQ,NEE,7727,18,20
YTM,VHY,28601,17,23
JLL,HDF,835,28,31
TUB,NFD,28326,17,26
QPO,EJF,11302,42,6
QRO,TLC,18086,1,15
FLD,SVU,1514,43,10
RPT,GRH,25667,24,19
MUW,RNE,10968,42,19
MPW,YKA,5875,18,4
XCL,XJJ,28025,22,14
MNU,YWV,24999,6,0
OEY,QRA,24329,35,21
UBI,FXM,4929,1,0
PHD,CUQ,14161,35,26
BFL,JZE,30814,26,24
QBG,BYB,15755,16,16
MXM,MFE,8850,25,20
CDF,QQX,25940,48,31
POY,IBJ,9681,26,25
TXP,JYH,1332,33,8
SDN,EKU,27632,30,10
JXN,OWK,8794,43,26
AHR,GQN,3989,30,4
JIE,BNT,17869,11,12
LBB,ZZH,29130,5,14
FGP,BJX,13654,45,31
WUZ,CYP,31066,45,13
YCC,JDC,20778,40,28
HCG,NZH,23965,13,0
XBG,EDB,4778,48,14
YCO,ZNX,9581,44,26
UAC,KBH,22104,4,14
GQQ,AAX,23486,7,26
ROZ,LOB,28236,38,11
ICU,AQQ,32421,47,25
REY,THP,9341,28,23
VJE,QAO,25155,32,19
BBK,SVP,23629,25,27
OFE,GHM,8181,1,27
MWJ,SRZ,21966,10,17
VTA,TAB,31778,32,6
QFJ,PXG,15592,5,21
EYE,QVN,18516,4,30
GSB,ZHG,19834,43,15
GJU,NYL,22781,15,14
DCB,CFP,30276,7,5
VEJ,HBD,12566,26,25
WGY,JUJ,30671,7,19
HZY,OWK,31292,39,21
PYB,TZK,9435,45,26
VJZ,JBL,19922,2,13
ECM,GGG,17954,36,13
XUF,PBR,14296,1,14
ERO,CZY,2741,9,10
GIE,LKZ,15024,24,29
TSF,ATC,19918,32,13
JOE,AAY,15495,29,12
YJZ,SZJ,1091,36,8
QXI,TXQ,29850,14,15
KBV,FQA,26120,24,17
PTR,LIN,27315,11,1
MGJ,IPZ,16713,3,30
GSF,MEK,26605,0,23
FVW,ZSG,14266,46,6
WWH,HGI,28353,12,11
JRA,BJI,3209,42,14
ZLB,QAV,9936,37,18
AOC,PGF,27286,18,18
BGQ,SXG,19902,36,11
OCB,DTK,18159,18,5
WND,TKY,16183,10,8
RGP,XXB,23356,38,26
GBS,HQD,31772,24,26
MDC,HMQ,17730,13,18
DKF,FMD,8592,32,1
IUF,RJT,6893,10,11
RBY,EOH,4963,31,21
QTG,ZVM,26206,13,2
HFH,YDS,20640,39,16
XFE,YUD,1695,2,11
HSK,KNZ,29678,17,3
ITY,MJW,11897,19,12
VJQ,VOS,19545,3,17
MRA,ODE,5633,13,0
RHU,LXF,21176,46,6
BPM,LRY,1187,39,15
DFF,RZY,17674,12,10
EYA,UXD,14975,28,29
YKW,KKG,14253,29,8
NMC,VIT,3111,23,29
KCX,MXU,7526,0,29
HSS,BUQ,27184,13,19
BEG,JBL,6477,5,14
EGL,QFR,25702,1,9
ILZ,YJE,13327,1,17
HPE,IPW,26080,33,14
DFG,GLW,30396,24,4
CIH,KSC,24412,9,13
QQS,FFZ,16264,18,12
HLM,YZC,21431,10,28
ULO,VVD,25135,27,20
YZM,IMI,9285,22,8
UCS,EPZ,21049,29,21
YVR,PYV,25792,37,23
MUW,EPM,13903,43,21
ASX,HXV,12865,26,24
BEN,RJP,30275,23,9
WAK,OEH,24678,46,0
ZDU,HKN,7368,26,18
DCA,GZG,23733,34,11
NOU,AAU,10258,31,8
ATQ,GFT,28535,17,21
XTY,VMS,15737,25,0
KSY,CLE,7460,7,18
QBC,HZH,30312,35,26
GNY,VYB,17351,44,25
GFV,TVF,25183,1,23
WJO,CKS,9766,45,20
EEH,HOI,21024,15,20
OYP,PSO,26449,7,14
SAV,ZPU,6111,13,26
ZWO,DHP,25106,42,7
VAC,UDT,26476,0,25
AAI,RFS,2778,31,24
NCJ,EPM,12615,44,6
MVF,WLM,21354,21,20
KCU,DXI,9500,27,25
FIB,IMP,29341,19,22
AXP,OBK,23743,30,24
LNS,QYD,15849,41,19
APT,ZUB,17914,5,15
OOS,OLI,32167,9,25
HQI,CZY,7680,29,23
OFY,UYG,21544,32,3
KNJ,EWP,20914,31,11
PTL,AKB,19464,3,25
QEA,BNQ,26671,10,26
HLG,GYC,11801,18,27
TRH,ZLF,18305,0,10
NRK,ZVA,11584,30,0
UPI,PZA,736,42,9
DUB,MVP,6236,17,28
WSW,OFZ,24161,3,0
VEF,UBY,23692,16,12
WPE,YWP,2927,4,1
FRO,NUI,17696,12,30
GDS,OXW,27296,25,18
DCC,YRS,25963,15,16
GUV,KWS,30940,34,22
BFE,ECU,24674,45,29
COI,YZS,1613,36,0
GEW,GFJ,21826,13,14
YER,HFP,11309,32,13
MFK,UAV,5875,35,20
TOZ,LMG,1596,11,28
XQV,IHK,32192,48,20
VXH,VJQ,1285,24,5
YUP,VLB,19848,23,31
PLR,GJZ,27524,33,6
LFJ,FBU,31280,24,2
DHG,URB,9260,14,2
JHJ,TJP,25208,37,4
BLH,YVU,31486,25,8
SXC,UIR,3269,35,7
WQG,VZF,2016,40,12
SIR,PGT,8445,15,4
DGJ,SXC,7826,39,23
RHF,LIM,20991,36,26
RSE,XTD,31345,35,2
SVX,HSO,16012,35,26
EYV,BGK,7079,35,22
GXB,RAF,7344,35,18
FKT,PYM,16998,17,1
TQZ,IQP,28539,11,25
UIX,RFV,4805,41,16
BMX,LOT,8307,39,4
PYD,YNG,13443,41,3
EBJ,WJP,10341,10,13
URJ,WPB,18636,11,0
ZRX,PEL,2883,22,2
BJV,GCC,12494,23,11
WYD,YMM,22369,22,13
BIF,TON,32021,45,2
OMY,BSZ,18927,40,17
UCQ,ICI,2304,7,1
IEX,YXK,7167,45,17
QKO,FQZ,17251,11,2
UZP,PRK,24427,21,24
YYW,FBK,11182,13,19
TWJ,FFW,21646,17,26
VPF,HTE,27900,14,15
GMT,KPO,19054,19,20
CRU,CNZ,13339,9,9
ZQR,WXB,1012,25,17
NOF,CXM,11405,10,13
XLZ,ZWQ,9941,7,25
IVF,LWB,17860,14,32
IIS,IRB,4340,28,27
CJL,HSY,21898,4,32
LID,VWQ,1162,37,9
VLL,XDT,23697,42,23
LXK,SHK,25525,37,1
RYA,NFU,19842,43,10
SDF,JXM,22664,18,22
PXF,RPY,8145,45,5
HYC,GQH,30462,30,27
YZU,YMR,19029,13,17
YUJ,VHJ,22423,12,27
IBE,WDV,12710,4,19
EWW,JJD,13885,11,10
KXI,DBV,11406,29,13
CNR,GCF,22075,4,15
IKJ,RYY,23899,48,30
KDN,CKM,18870,32,9
MZK,BWG,28333,10,5
SNU,MLQ,25764,43,13
PBP,SGW,29532,0,23
ZWB,NSG,16607,12,6
OFU,XCK,12260,17,1
MAV,PGS,28964,31,31
MIU,PHX,16520,30,25
AFR,COC,26097,48,32
DTT,MBA,22567,46,9
MVT,YIR,15918,7,22
SGN,VEC,950,24,14
QBQ,MBG,24483,38,15
HKX,OKC,32569,47,16
NAK,TYQ,13834,13,2
QWY,XGW,30744,45,19
TTZ,ALM,11590,27,11
USD,VGT,7791,17,13
OWB,EBT,15243,1,23
YDS,RNH,26379,4,12
HQZ,PKS,19030,46,31
VRQ,ZHB,8361,29,22
AQX,IEH,29022,6,5
MVQ,ETA,1034,4,16
NVH,SPU,24489,13,21
WHD,EDW,8150,35,15
NNJ,XCI,27242,7,18
VKP,FGT,1875,40,28
KIW,USN,30670,2,22
ZGH,TEX,11318,16,10
AYF,KWN,11002,12,15
OAD,KXI,17427,28,13
WNJ,ABL,4055,47,18
SJB,VSY,10723,38,13
QYD,VLI,7486,34,26
NJQ,ZEA,11191,44,10
ZGL,JNK,18039,41,25
QUJ,PFX,25985,18,22
NFG,KKW,17773,3,1
MNC,ODB,15340,45,27
MLG,VLE,17484,32,27
RZM,EJM,8737,20,20
UUP,VPW,27087,40,23
DOX,ANK,29459,39,1
QYV,TOY,6754,6,20
TBX,VCL,23735,33,16
ROD,MAS,16941,24,20
JDZ,MXA,19394,10,2
APN,HXZ,24844,46,4
OPD,ITD,9659,32,19
EUW,YLA,18832,33,15
HJS,ABE,15042,30,16
YBM,NWT,24115,42,16
LWX,SJH,13604,9,19
GAZ,FRF,5449,6,14
DQB,ZMQ,15883,43,23
KUW,SBA,2558,5,14
QYC,OEG,20498,39,18
MJQ,XAU,28479,22,3
ARC,AMI,12507,22,3
WJO,LHY,16227,18,12
HGG,IHY,16116,20,6
LCL,ZNO,17759,23,10
AYG,HLY,4024,37,11
FQC,GNQ,10517,0,8
FHG,JOB,31416,21,9
QRW,HRP,8163,32,11
CEK,YAM,19712,41,0
ZUW,EPI,22587,31,23
QOF,OAM,18492,42,1
WVY,XHW,6008,19,23
SYP,CUQ,3333,20,15
XEE,DIG,31359,17,1
UAF,MVP,720,0,31
VKU,ZVN,18733,43,9
PWF,XJE,29656,47,9
FRN,VSS,16268,43,20
BSA,OKN,20943,22,10
UDC,HCG,13312,30,20
WBR,MIX,9309,18,17
QNO,CQR,1238,27,29
MCI,YTC,15319,44,31
KRV,FAW,29137,2,27
UDD,IAP,30481,4,7
TUQ,LXL,6793,5,19
LOP,MRB,17413,35,32
HHC,FWO,17533,40,23
TPT,GXT,11197,20,3
HGG,JYA,20969,47,29
FNV,HES,13570,12,24
JXW,GDN,14880,44,28
JZZ,CRG,13014,14,24
PRB,XSJ,21993,36,8
AJT,QRC,28597,20,30
MCP,ZOJ,11783,37,31
QKI,UZX,32570,16,23
BUT,FQM,23175,41,30
URU,VSJ,6625,31,21
KZS,YAJ,9095,35,22
ZZW,CEX,18639,27,28
VGI,EHA,16771,24,21
GAX,CUG,12891,26,3
XXF,GEP,5928,43,9
VBI,APP,29572,4,26
JUW,OPH,8430,4,23
FEL,VUR,7218,22,8
HBE,ZEF,26559,13,4
BVF,UQU,32443,1,10
QYP,YOG,24382,7,20
JKI,PQY,11349,3,16
XXP,SZI,9045,21,3
XFZ,SMY,22116,33,25
DJC,HGT,31197,15,11
CNK,ABX,30745,43,24
WPX,HQS,1272,35,28
PRB,CJK,1826,43,8
KAJ,QTE,5082,19,0
TLT,THV,1231,24,21
GLA,TDO,810,20,4
ZAU,JSU,30878,35,22
CKU,VML,5616,47,27
KLW,XBP,27816,3,17
NRS,GTA,11623,37,0
YJO,RFL,8678,25,5
KXO,KNF,19766,47,15
MEA,OZR,25114,7,30
BPN,CKO,21049,10,9
KLX,RHN,25819,48,27
BSY,WHY,12035,46,24
JAB,WJO,15950,8,9
WEA,YBM,17722,33,20
ATZ,BOD,7420,16,7
OFM,EFM,14239,11,23
GUL,PFJ,23298,28,20
JLZ,FUN,8936,20,10
RRS,END,28713,1,15
JOR,LVD,18275,34,14
JLI,TBB,28799,13,14
DCM,BBY,32217,9,27
NWQ,CNS,20048,14,7
NNA,CEQ,14195,40,30
ZQI,EGD,31620,27,5
HBY,PFK,25881,8,4
OIK,INJ,31096,33,18
MXL,HZB,82,17,2
PHF,AXU,13377,4,0
PGZ,PEV,29270,33,28
NUB,PMB,11085,31,23
KRB,SPG,5992,45,30
GMP,SPO,2726,30,32
OCE,XIS,30021,0,22
ABM,CMM,19304,26,3
WLY,NTX,18974,39,0
VLX,ZRS,7601,30,12
TPS,GQD,28250,47,4
ITG,EXB,2543,48,21
YSN,LUH,18369,5,10
GDO,PNB,4964,18,12
TLZ,CHP,14131,2,14
EFG,DQD,13566,47,14
PKM,LZK,27695,39,21
GSY,HYH,12610,44,22
WXD,EAR,11517,42,26
WJA,VAO,13540,45,25
NXP,EPG,6619,12,7
THF,OYY,7873,40,3
RFZ,PTZ,15179,38,23
IVL,HYJ,29790,32,7
ZFM,GDU,7853,14,13
YAL,IJD,4654,46,25
ZIX,OFH,22568,36,23
GWT,GNF,27960,13,30
ULG,LHX,21263,13,25
AHG,SDD,23143,23,25
BNU,OKI,27138,9,15
MSK,LOP,18787,46,17
FLT,CCY,19816,21,22
DWS,RQU,14017,41,30
RGD,SDN,22553,48,29
XOZ,JTM,6112,0,25
JIU,CAV,5877,19,24
KSQ,KDQ,22538,37,15
XJL,VNW,16048,46,21
POB,NYS,17217,43,20
JAE,TKU,14226,8,21
YVZ,ZKW,4763,30,4
MEI,ZKX,12475,38,14
QDO,SCW,32538,36,4
VYY,CCG,17725,11,4
KZZ,VSB,32266,35,1
VBI,HVX,1846,33,25
TJN,QQO,7362,32,11
IWO,RGS,10423,0,14
VTS,NHJ,22937,39,25
TEU,AHQ,27319,42,23
EZQ,WOC,22516,2,30
EFI,VPN,11015,30,14
YCF,QSU,30995,32,21
GTA,UAA,28368,40,20
GVL,GKA,20454,16,25
OQY,DYT,9007,15,29
GRP,JDV,15362,33,7
GFC,BAX,26214,8,10
LEZ,LMV,27259,15,1
WTU,WTF,22616,4,6
XLS,DCL,13211,17,20
MRX,FZM,20280,23,29
RZA,FSJ,10690,1,13
EWX,GSK,11765,36,7
JOH,AYG,29514,45,31
KGZ,AKB,16473,2,11
CUB,FLP,25548,16,22
FHX,TDG,2387,44,14
DKB,VZF,22950,22,5
TNA,RVS,24416,36,32
YQM,RJF,17171,24,22
VRZ,DQT,19521,2,6
SKT,XOE,24561,16,21
NZL,ITT,26810,33,2
UQD,GPT,16745,28,29
DEE,JWY,31197,29,32
TDD,PEH,25903,25,16
PKP,IUH,11217,39,17
ITN,HUN,23463,43,17
REL,RSD,30255,39,9
JBD,CLB,10702,7,9
SRY,QXL,20885,38,31
WXJ,POX,21164,30,28
MNJ,VWH,27781,18,9
EWQ,OWZ,12259,21,32
AFY,OZH,15842,17,2
XMX,TVV,32067,32,2
RSC,XLJ,32220,39,3
KDD,YXG,15688,22,27
WCR,SLD,27911,6,12
OXV,UZL,10661,30,2
EVN,YEA,18620,39,30
BVU,FGR,27659,34,2
XSP,JZK,6019,30,0
ZTG,UIS,18748,40,10
BJP,VPP,10466,9,30
WKA,JRI,24276,48,8
QJH,ZPK,20655,37,8
SIG,EGR,26846,15,32
IXF,DVF,1829,4,18
NPV,OXA,18208,43,10
ZEN,HQV,16842,22,16
NPQ,BYI,4285,42,21
GDR,NOF,4435,17,11
MHI,VGZ,2134,0,1
EHL,NAP,29787,15,4
WHC,NAY,8882,6,18
VJZ,CGG,5869,1,15
MBU,VCY,25258,30,0
CLN,DCI,21899,37,6
MEF,LAU,20976,28,22
DPR,BJC,15212,18,14
EZJ,OBO,19719,19,9
IWF,UUN,12235,1,6
CXC,SKX,26909,5,31
GLM,VND,8331,34,9
ALI,CPS,21093,29,12
DXS,FZN,11391,48,8
NOP,YVO,26342,6,8
IIR,VKP,22797,13,2
UFA,YZN,5825,32,18
KPL,AUJ,31995,40,19
ECU,MYU,29074,38,7
CVR,ZUU,26384,24,0
KGZ,YBA,2465,47,20
JML,VOV,1025,48,3
MNM,XBW,15034,15,10
USC,OVM,21981,4,14
KOP,VYO,19117,6,20
BYD,PEH,22029,15,1
CVY,WRV,8775,12,5
AVW,PSI,8214,0,28
GAJ,UAK,23620,15,4
DQH,AYU,4677,34,19
OBO,RSO,6092,35,32
NAQ,EDO,2401,28,16
JJI,ZJS,1526,45,12
MPJ,POI,13988,41,23
GHS,PUF,31080,38,25
ZBH,UFU,20472,31,27
KMU,GVR,21345,10,16
MUN,ZYZ,13779,39,6
IBV,HAN,27719,42,30
OMY,TRT,31484,38,9
UME,JIW,106,41,3
XQB,TCP,31447,10,24
CZP,KPY,5704,27,5
VSC,GGJ,2035,15,14
RCJ,DYI,9398,20,23
HOJ,HBN,22275,22,6
XGC,HNL,9919,17,0
XRX,FVW,28668,44,19
UNY,VMM,13146,7,28
HZJ,JZM,12142,18,25
MOP,BPB,10235,40,12
GVJ,OUG,10350,45,13
RJF,ECL,27974,22,29
JSJ,GPL,22436,38,25
IMF,GMR,2399,40,24
VBA,STT,30249,47,30
VCX,BKN,23054,15,25
BLZ,CDZ,27096,33,15
ISK,BDM,7632,6,5
OJU,SEJ,1492,41,20
XEN,FQZ,23106,27,27
CFD,ZPI,25541,9,18
JHO,ALW,21174,15,12
NFP,CKD,23638,20,0
RBL,OAO,17474,47,17
CZU,PYZ,32272,22,2
QQW,OXA,30132,39,8
JED,AHF,17538,8,11
YCP,KUU,32492,46,8
PCR,VZI,3238,10,22
JBR,ZNK,17397,35,31
SVM,OAR,19389,44,5
YCQ,UCM,10706,20,26
LKM,NIR,17346,5,23
XRP,ANB,12452,23,2
MIE,KBI,13501,46,30
ZDE,JZO,6846,11,25
VCB,ZTD,27264,47,5
LPT,FFY,15927,32,29
FXR,VRE,27233,22,32
XUL,NCF,10112,44,18
ZVO,LHZ,1334,25,15
FGN,RGO,19470,4,3
PBB,XFD,21675,25,22
KED,CQF,22098,35,8
HDM,DNA,23994,0,33
OWN,KUV,7916,39,13
BFX,UJN,14937,8,5
HPO,VKV,21095,17,31
MBZ,FYC,10137,3,17
DHX,AZZ,27034,11,21
GIN,HCA,8379,43,21
DXT,NIC,13081,11,1
IKA,HAL,2568,23,4
QIT,IZN,22508,29,21
YTK,VDX,28929,1,9
RSK,WEE,11992,23,6
LBW,PAK,12128,24,14
NFM,MDF,6400,24,9
BCS,PHK,10603,31,10
UYJ,PHN,2106,19,22
SAH,TIT,27814,14,6
